text,label
Dropbox: Shared folder requires you to login for access. Confirm credentials now invoice attached.,1
Security alert: unusual login detected. Login now to secure your account.,1
Hotmail: Update your account to maintain uninterrupted email service 3d secure verification.,1
Confirm your identity to prevent your account from permanent suspension authenticator re-enroll.,1
Wells Fargo: Temporary suspension due to suspicious activity. Login to restore ％65xample.com.,1
Weekly performance report attached for your review.,0
IRS: You are eligible for a tax rebate. Submit your information to claim sharepoint file shared.,1
CitiBank: Your credit card has been temporarily disabled. Reactivate now.,1
Security alert: unusual login detected. Login now to secure your account act before it’s too late.,1
Your car service appointment is confirmed for next Monday.,0
Doctor reminder: Annual health checkup scheduled next week.,0
Tax receipt for your recent donation is attached.,0
Lyft: Payment failure detected. Please verify to continue rides .cn.,1
Security breach detected in your account. Act fast to prevent damage limited vacancies rcbc verify.,1
LinkedIn: Someone viewed your profile. Sign in to see who loan approval two-step verification failure.,1
Your Microsoft account has been temporarily locked. Confirm your credentials 2fa reset micros0ft.com.,1
Payroll: Your direct deposit was declined. Verify your bank info to receive salary limited time offer.,1
We noticed failed login attempts from a new device. Confirm if this was you no experience required.,1
Spotify: Your 2025 Wrapped is ready!,0
Security breach detected in your account. Act fast to prevent damage lbc delivery pending protected document click enable.,1
Google Drive: You have been granted access to a shared folder.,0
Outlook: Your mailbox has exceeded its storage quota. Validate to avoid data loss click to view report aid campaign.,1
Google Classroom: New assignment posted for your course.,0
Parking ticket overdue: Pay now to avoid additional fines immediate response required.,1
"Congratulations! You have been selected to win $10,000 .icu.",1
Reset your password now or your account will be locked community standards violation.,1
LinkedIn: Your connection request has been accepted.,0
COVID-19 vaccine registration required. Fill out this form to confirm your appointment linkedln.com.,1
Charity fund: Help children in need by sending your donation here docusign envelope.,1
Lottery Alert: You’ve been selected as a winner! Claim your prize immediately non-compliance penalty apply now to start earning.,1
Final warning: your account will be deactivated if you don’t act now!,1
Twitter: You have a new follower waiting for you.,0
Your email storage is full. Upgrade now to continue receiving messages.,1
Dropbox: Your file 'report.pdf' has been shared with you.,0
Discord: Your account violates community rules. Log in to appeal within 12 hours.,1
Your email storage is full. Upgrade now to continue receiving messages.,1
Uber: Your ride account is suspended. Update billing info to reactivate student portal verification relief fund.,1
Pharmacy notice: Your prescription is ready for pickup. Confirm payment to release.,1
Discord: Your account violates community rules. Log in to appeal qrlnk.io xn--goog1e-qmc.com.,1
TripAdvisor: Here are new travel recommendations for you.,0
Zoom: Poll results from your meeting are available.,0
Team meeting rescheduled to Monday at 2 PM.,0
